source_file,paragraph_id,text,language,length
Valoracion-bienestar-perros-gatos.pdf,11,"Agradezco por ello ls entusiasta colaboracién de los expertos de la sowesa que han hecho posible {que a Prorcuente hay con esta valosaherramienta técnica asicomoalpersonal de a Procuraduriacuya experiencia en campo atendiendo e investigando Genuncias, nos. apaya en el cumplimiento del ‘mandato constitucional y legal de. garantzar [a protecién y el bienestar de los animales en Ia Chudad de México.",es,399
Valoracion-bienestar-perros-gatos.pdf,12,"ero sobre todo, agradezeo alas os cudadansy alas multiples personas yorganizaciones dedicadas alrescateresguarde yatencicn de peasy gatos en situaciones de maltrato en nuestra ciudad capital, or su interés, atencién, denuncias, reportes ¢ Inclusa erties, pero también par su colaboraciin| responsable y oportunaconla aor, que nesimpulsa 8 mejorar continuamente nuestro trabajo en favor del bienestar animal.",es,407
Valoracion-bienestar-perros-gatos.pdf,13,"‘tra. Mariana Boy Tamborrell, Procuradora Ambiental del Ordenamiento Terorial dela Ciudad de México",es,99
Valoracion-bienestar-perros-gatos.pdf,14,PRESENTACION DE SOMEBA,de,22
Valoracion-bienestar-perros-gatos.pdf,15,12 obra que aqui se presenta como un manual de campo para [a valoracién del bienestar animal en perrosygatoreselresultadodeunestuerzoconjunto te Ia Procuraduria Ambiental y Ordenamiento Tertrial (eto) y los Doctoresy especialisas en ienestarAnimalmiembros dela Sociedad Mexicana e Bienestar Animal AC. sous).,es,308
Valoracion-bienestar-perros-gatos.pdf,16,"Debido a Ia importancia que ha tenido la Ciencia Gel Bienestar Animal en los itimos aos en todos los ambitos y debido 2 que utiliza un enfoque ‘ultsimensional, e1 Bienestar Animal se. debe Nlorar""tomando en cuenta cinco aepectos {a uticiin, et medio ambiente, la salud, comportamiento los estados mentales de nuestros animales de compafia. El estrés y los estados ‘mentales negatives que causan sufimiento en el Snimal coma el dolor el med erénico la ansiedad",es,459
Valoracion-bienestar-perros-gatos.pdf,17,"ye equilbrio con estados mentales_ positives ome a alegria ye juego, se han reconecide como indicadores importantes del Bienestar Animal que © pueden evaluar observanda et comportamiento ‘de nuestros perrosy gatos.",es,214
Valoracion-bienestar-perros-gatos.pdf,18,"ElManual de campo paral aoracén del bienesar animal en perros ats, es un abajo con una ran Gadd cents, bien documenta, actuaiza, hacer un evaluacion price era del ienestar Animal en nuestos: muy valosos animales de compat oma son os perros os gates. Sin Stora es unagronhetaienta prs personas debetenerala mana en odo moment,",es,325
Valoracion-bienestar-perros-gatos.pdf,19,ra. Marcela Gonzslez de a Vara Presdenta de a Sociedad Mexicana de Benestar Animal AC.,es,86
Valoracion-bienestar-perros-gatos.pdf,20,AGRADECIMIENTOS,tl,15
Valoracion-bienestar-perros-gatos.pdf,21,"a Procuraduria Ambiental y det Ordenamiento Territorial de la Cudad de México, consciente de que es indispensable mantenerse actalizada en lejercicio de sus funciones, asi coma de que se limplementen los mandatos Consttucionalesy f= ‘madificaciones y actualizaciones més recientes fen el campo de la proteccién ye bienestar Snimal, se acereé a Ia Sociedad Mesicana de Etologiay Bienestar Animal soseea) para trabajar Conjuntamente un manual decompo. para lo ‘oloraciin dl bienestor animal en peasy gatos",es,503
Valoracion-bienestar-perros-gatos.pdf,22,"Ccontar con esta valisa herramienta técnica para valorar de manera objetiva las condiciones de bienestar en las que se encuentra un perro © un fate, no hubiera sido posible sn el apoyo constante Y desinteresado de [a soweaa, quien trabajé con horotres hombro con hombro. durante varios ‘meses para. conjuntar conocimientos téenics, con a experiencia en campo de esta Procuradura cbtenida durante a investigacion de las denuncas ‘e maltrato animal en ls limos 3 aos.",es,465
Valoracion-bienestar-perros-gatos.pdf,23,"Hoy, la pkor cuenta con el respaldo cientifco y ‘nico fotalecide para sustentar su atuar, por lo",es,96
Valoracion-bienestar-perros-gatos.pdf,24,"aque agradecemos prfundamente el apoyo de eta Sociedad en general y, en particular, de las y oe Médicas Veternaios Zootecnstas y expecialstae coautores de este esfuerzo:",es,169
Valoracion-bienestar-perros-gatos.pdf,25,ra Claudia Edwards Patio ecepresidentade somcan,es,47
Valoracion-bienestar-perros-gatos.pdf,26,"wv, M. Cen Nuticin Edgar siasCalderén Secretaria de somesa",es,58
Valoracion-bienestar-perros-gatos.pdf,27,sw Esp. Rodrigo Alonso Susrez Groult Tesorera de soweaa,es,55
Valoracion-bienestar-perros-gatos.pdf,28,iL Men ¢. Claudia Paola Torres Viegas Miembro de somena,es,55
Valoracion-bienestar-perros-gatos.pdf,29,tw Nora Elizabeth Reyes Gonzler Miembro de somena,es,49
Valoracion-bienestar-perros-gatos.pdf,30,wv excv() Alejandro Pérez Castafeda Miembro de somena,pt,53
Valoracion-bienestar-perros-gatos.pdf,31,wv cv) Aline tab Moraes Estrada Miembro de somena,pt,49
Valoracion-bienestar-perros-gatos.pdf,32,CONTENIDO,en,9
Valoracion-bienestar-perros-gatos.pdf,33,“anrrepuccion leenestar Analy cmos eval,es,39
Valoracion-bienestar-perros-gatos.pdf,34,1 LAVALORACIONEN cao,vi,20
Valoracion-bienestar-perros-gatos.pdf,35,Sobrelvaloraign national. Sobre avalon del dic ‘Sines de dla en pros gatos,es,74
Valoracion-bienestar-perros-gatos.pdf,36,Sobre comportamentoy losestads metals. Problema cenductsis specos Enger,es,71
Valoracion-bienestar-perros-gatos.pdf,37,"Formats parla aloo,",ca,19
Valoracion-bienestar-perros-gatos.pdf,38,¥. slLocRAria,ro,13
Valoracion-bienestar-perros-gatos.pdf,39,|. INTRODUCCION,id,15
Valoracion-bienestar-perros-gatos.pdf,40,tn Mundial de Sanidad,es,21
Valoracion-bienestar-perros-gatos.pdf,41,"ptule sobre bienesta ie de considerecones story para el objeto de este Manual de campo,",es,87
Valoracion-bienestar-perros-gatos.pdf,42,"tun tata digno esponsabilidad comin, el que =",es,45
Valoracion-bienestar-perros-gatos.pdf,43,gacin de las autor cuidado y tte,es,32
Valoracion-bienestar-perros-gatos.pdf,44,"bisicas de agua, alimentoy esguardo; y cuando pa padece seneaciones desagradables coma olor, estés, miedo 0 desszosiego ye=capaz de ‘expresarcomportamientosnaturalesdelaespecie para su estado. benestar fica y mental",es,215
Valoracion-bienestar-perros-gatos.pdf,45,"= asi como actualmente se busca incorporar Ia ‘loracién de estados mentales de los animales, {o cua incluye emociones negativas y postvas. Es decir, los animales son capaces de experimentar femociones, no solo se les considera como seres reactivos 2 sus ambiente, y esta perspectva es congruente con el reconocimienta de los animales como seres sntentes previsto en la Constitucion Politica dea Ciudad de México.",es,412
Valoracion-bienestar-perros-gatos.pdf,46,"con base en lo anterior, la pact y somena precentames este Manual de campo, como una heramienta técnica para valorar de manera ‘bjetiva as condiciones de bienestaren ae que =e fencuentra un pero o un gate,",es,205
Valoracion-bienestar-perros-gatos.pdf,47,"ELBIENESTAR ANIMAL, Y COMO SE EVALUA",en,36
Valoracion-bienestar-perros-gatos.pdf,48,"Empecemes por la definicién de binestoranimel Cnforme a lo comentado.antermente, ene conteto de este Manual estamos abordando al bienestar animal come el estado fsicoy mental, dado por las condiciones de nuticion, ambiente, salud, omportamientoy manejo durante todas sus etapas (device desde su nacimienta hasta su fallecimiento",es,328
Valoracion-bienestar-perros-gatos.pdf,49,"sta forma de abordar el bienestar animal resulta fen que sea considerado como un concepto que va ‘mie alls de una provesduriay que, ademse, puede Ser evaluad de manera objetiva. Como ejemplo,",es,191
Valoracion-bienestar-perros-gatos.pdf,50,"privacén de aliment tiene un efecto que prjudca fe form directa el bienestar del animal, yo. que bcasiona una sensacién de hambre erica entenss lo cual también puede incrementar el resgo de padecer enfermedades metabslcas.",es,222
Valoracion-bienestar-perros-gatos.pdf,51,"tre ejemplo es si un animal es constantemente malrtado, golpeade, amarrado 0 castigndo, se fencontraré en un nivel de ests crnico que vo 3 repercutr en su estado coy mental",es,172
Valoracion-bienestar-perros-gatos.pdf,52,"Partamos del caricter objetivo dela valoracién del bienestar animal. Basoda en el modelo dela cinco lipertaesen 1994, Davi J. Mellorformuld el Modelo delosCince Dominios, diseiadoespecticamentepara fecitar evaluaciones estructradas, sitemstcas, completa y coherentes sobre el bienestar animal",es,292
Valoracion-bienestar-perros-gatos.pdf,53,"Dicho modelo centra Ia atencién en lor extados internes importantes para el bienestar através de los Dominios 1a3, que ellordenominé""Nutrcin’, ‘Medio ambiente” y “Salud”; en creunstancias externas signfiativas para el bienestar: Dominio 4 {que denomina “Compertamient” yfinalmente en Cualquier experiencia afectiva asocada et Dominio 5 denomina “Estado mental’ Este modelo facts la identifacion de estadas interno: fscos y funcionales, asi como delascrcunstanias externas aque dan lugar a experiencias mentales subjtivas Positvasy negativas que inciden en el benestar del animal.",es,579
Valoracion-bienestar-perros-gatos.pdf,54,Ezasi como valoracén el bienestar animale boca enindicadores fisilogiosyconductuales.,es,85
Valoracion-bienestar-perros-gatos.pdf,55,I LA VALORACION EN CAMPO,ca,24
Valoracion-bienestar-perros-gatos.pdf,56,‘SOBRE LA SALUD Y EL AMBIENTE ‘SOBRE LA SALUD,so,45
Valoracion-bienestar-perros-gatos.pdf,57,"Para el aleance de este Manual, se considera ala salud coma el resultado de a vloracén de cetinos pardmetrs indicadores del bienestar animal. Sin femborg, con fines informativos, presents agi loscineosignesvtales desaroliadosporlaasociacisn Mundial Veterinaria de Pequefios Animales (World ‘Small Animal Veterinary Assocation -wsnua) como parte de una iniciatva global para estandararos en el examen fisico de pequeias especies. Estos Signes son: a) temperatura, b frecuencia cardiaea,c) frecuencia respratoria )valoracién autriconal ye) \aloracin del dolor.",es,558
Valoracion-bienestar-perros-gatos.pdf,58,Los parimetosfisiolégcas en peros y gatos que pueden alorare en campo son,es,73
Valoracion-bienestar-perros-gatos.pdf,59,"1. Frecuencia cardia, Colocarla palma dela mano en el lado izquierdo del pecho por detrés del ‘miembro anterior code, par sent el atido del orazén Se cuenta un “bum-bum’ coma un sola latido. También se puede tomar et pulso en la pare intra alta de los mules vena femoral)",es,271
Valoracion-bienestar-perros-gatos.pdf,60,"b, Frecuencia respirator, Observar los rmovimientos respiratorios desde una cierta Gstancia, sin tocar al_animal. Cada ciclo respiratorio normal consta de tes. fass: Inspiracin, espracon y pausa,",es,195
Valoracion-bienestar-perros-gatos.pdf,61,"Estado de hidratacin, Se debe observar si los ojos estén hundidos i las mucosas estén ‘secae 0 pegajsas. Valorar [a turgencia de [a piel pellzcando suavemente el torax dorsal",es,174
Valoracion-bienestar-perros-gatos.pdf,62,"Los animales caquéxicos! pueden parecer deshidratados debido ala pérdida de easticdad natural dea piel,",es,103
Valoracion-bienestar-perros-gatos.pdf,63,‘SOBRE LA VALORACION NUTRICIONAL,vi,32
Valoracion-bienestar-perros-gatos.pdf,64,"ne alimentacin adecuada alo largo de todas ae tapas dela vida de un animal puede ayudara evar enfermedades arocadas cn a cet, asicomaen et ‘manejo de otras enfermedades",es,168
Valoracion-bienestar-perros-gatos.pdf,65,"En 2020, fa ws define una deta satisectora como aquella que es completa (todos los nutrients presente), balanceada (nutientes presents en las propociones adecuadas cigerbe os nuentes en lake estn disponibles paael animal, aradable el animal omecon gusto), sufiiente (Cantidad) ysegura,",es,285
Valoracion-bienestar-perros-gatos.pdf,66,"Losfactores que se ecomienda sean evaluados para determinar a nutrcin incluyen:e animal, acta, ‘lmanejde a alimentacinyfactoes ambientales. Los factors especificos del animal, por ejemplo, incluyen la edad, estado fiiolépico’ y actividad Gel pero o gate. Por su parte, los fatores de Ia alimentacgn ncuyen el ipo de ita, la frecuencia, periodes de tiempo, ubicaién y métode de limentacin mientras que ls factores ambientales incluyene espacio y calidad del entorna del animal",es,475
Valoracion-bienestar-perros-gatos.pdf,67,"Si bien posta ser imposible valorar todos estos factoresen campo, serecomienda considera algunos de lar factores relacionadas con la condicén del Snimal determinandosu indices Condicén Corporal",es,193
Valoracion-bienestar-perros-gatos.pdf,68,En as siguientes figuras se describe el sistema de Indice de Condicién Corporat (ee) para peros y fats Guias VS de wn},es,118
Valoracion-bienestar-perros-gatos.pdf,69,ara petos,pt,9
Valoracion-bienestar-perros-gatos.pdf,70,"Coals, teas lumbures,hueos pelos y todas ls pominencas| seas que Sean edentes desde una cea san, += Ninguna asa corporal perceptible",es,132
Valoracion-bienestar-perros-gatos.pdf,71,"oss, vera umboresy hues paves iment vibes No ist grasa papa, guna edenc dota prominenda dea",pt,91
Valoracion-bienestar-perros-gatos.pdf,72,"oss iment palpablesy que pueden ser visbles sin gras palpable {Os partes superiors dela tbs lmbares Son vise,",es,109
Valoracion-bienestar-perros-gatos.pdf,73,Ls huesos pcos sehucen prominentes,es,34
Valoracion-bienestar-perros-gatos.pdf,74,Cinta obiayptepues abdominals,ca,29
Valoracion-bienestar-perros-gatos.pdf,75,"Costas cent palpable con ni recubiminte de grasa 4 tua tlimentecbeerable ss sera desde ib, 1 Puegueabdeminal evden + Cosas palpable sin exceed recubiminte de grass + Seobsena lege del abdomen cuando se absera desde ua ado, + Cosas palpable con u ier xcesodecublea de gas 1 2""Gntura es perceptible cutnde se observa desde la pate super, pero noes prominent + Puegue abdominal parent",es,381
Valoracion-bienestar-perros-gatos.pdf,76,"Cosi palpbles con eta: pesade cube de as. Depdstos de asa overables cede eles lumbar yl bat del cal, Ctra ausenteo apenas vie ude aber plague abdominal.",es,152
Valoracion-bienestar-perros-gatos.pdf,77,"+ Cosas no papables debajo de una cubienta de pasa muy pesos, ‘palpable slo plando una presn peta 1 + Depdstas pesados de rasa soe rea mbar ylnbas dela col {Chua ausenteKngunplegue abdominal",es,190
Valoracion-bienestar-perros-gatos.pdf,78,"+ Depésts mass de grasa sobreel ay, colunva ybase de col 1 Gita y pleguesabdominaes sents",es,89
Valoracion-bienestar-perros-gatos.pdf,79,1 Depashasdeqrasa en ecueloyoxtemdades,es,38
Valoracion-bienestar-perros-gatos.pdf,80,"1 Ditensn abdominal bia,",id,24
Valoracion-bienestar-perros-gatos.pdf,81,ata Nata,tl,8
Valoracion-bienestar-perros-gatos.pdf,82,ar gatos:,lv,9
Valoracion-bienestar-perros-gatos.pdf,83,oss isles en os ats plo corto sin rasa palpable; plegue 2 abdominal nto reas lumbaresy sass obvisy ere apatites,es,111
Valoracion-bienestar-perros-gatos.pdf,84,oss isles en los ats de plo corto vrebasumbaresicimente 2 vibes on minimamasa muscular; plguesabdominalasntoras ne este,es,119
Valoracion-bienestar-perros-gatos.pdf,85,respite cr. @,ro,13
Valoracion-bienestar-perros-gatos.pdf,86,Costas dcment palpable con inna ecubiinta de rasa vires 2 lumbares ovis ctu cia dtr de es cosa rca ebdorial,es,107
Valoracion-bienestar-perros-gatos.pdf,87,Costillas fScilmente palpables con minimo recubrimiento de grasa: . pps congo cabs de gasn mina acumucin de at ( a,es,114
Valoracion-bienestar-perros-gatos.pdf,88,oss palpable con un ier exzesodecublens de grasa. Lacnuray 6 cumulacin de grasa abdominals perceptible pero noesobva;no custen — — peguesabdomales. (,es,149
Valoracion-bienestar-perros-gatos.pdf,89,"‘rssabdomina, COT",pt,17
Valoracion-bienestar-perros-gatos.pdf,90,"Costs no palpable con exces de cube de as; tra ausente {| redonder abna de abdomen con oovacamuacrn de grasa bool, depasitos de rsa Sobret dea lumbor",es,149
Valoracion-bienestar-perros-gatos.pdf,91,Gat np ajo pi edge «epics pends sotet es tumbur any eee tran,ca,60
Valoracion-bienestar-perros-gatos.pdf,92,Fgura Site dele de Conn Corporal) pata ton. Cabercin propia cane ena Gi Ve Sn 220,it,81
Valoracion-bienestar-perros-gatos.pdf,93,"or su pare a Asociacién Hosptalara Americans de Animales publicé en 2010 una gua de eterios par a ‘aloracion nutiional de pers y gatos, destacando que una buena nutricién mejaa la calidad y tiempo de ‘ida de estos animales yes parte integral para su cidade éptimo,",es,264
Valoracion-bienestar-perros-gatos.pdf,94,"Esta Guia incluye varios pardmetros pare el examen fisico de la condicién nutriconal del animal Para fines prctios, en a valoracién en campo pueden revsarse los siguientes:",es,172
Valoracion-bienestar-perros-gatos.pdf,95,"Funcin gastrointestinal alterada (por ejemplo, vit, darea,nduseas,flatulencias, estrefimiento) Condiciones médicas/enfermedad previa gen desaroio|",es,146
Valoracion-bienestar-perros-gatos.pdf,96,Recibe actualmente mecicinas y/o complementos detticos,es,54
Valoracion-bienestar-perros-gatos.pdf,97,"Dieta no convencional (por sjempla:mentoscudos, carers, vegetariangs, ne familiares) Bocadits, golosins, comida dela mesa",es,121
Valoracion-bienestar-perros-gatos.pdf,98,indice de Candiciin Corporal,ro,28
Valoracion-bienestar-perros-gatos.pdf,99,"+ Escalade puntos: cualquier puntaje diferente de3, ques el puniajeideal",es,72
Valoracion-bienestar-perros-gatos.pdf,100,"{Escalade 9 puntos cualquier puntaje menor de 4 o mayor de, queson el puntajeideal ingice de condicién muscular: desgaste muscular lev, moderado grave",es,150
Valoracion-bienestar-perros-gatos.pdf,101,Pérdida de peso no prevista de 10%,pt,34
Valoracion-bienestar-perros-gatos.pdf,102,‘normaidades o enfermedades dentales,pt,36
Valoracion-bienestar-perros-gatos.pdf,103,Piolo pla pobre,es,15
Valoracion-bienestar-perros-gatos.pdf,104,"Asimismo, para la valorcién del indice corporal, el manual propone las siguentesiustraciones:",es,93
Valoracion-bienestar-perros-gatos.pdf,105,"Pero: Costas, vrabasumbares,hueoe pics",es,38
Valoracion-bienestar-perros-gatos.pdf,106,Yodel prominence aeesqueseanenidertes «CST,es,42
Valoracion-bienestar-perros-gatos.pdf,107,"desde una carta diana. Ningune grass corpora, perceptible Plaid ctv demas musculae",es,82
Valoracion-bienestar-perros-gatos.pdf,108,Guts: costilsvisles en os ates de plo coo; Singrsa palpable pleque abdominal rotor. eters tumbaresy ls cas obvi y mente Paloabes,es,128
Valoracion-bienestar-perros-gatos.pdf,109,paves telimete vite; next rasa pple; biguna evidenciade tra prominence: peda,es,76
Valoracion-bienestar-perros-gatos.pdf,110,"Guts: Cractrisiascompartias dei 193,",ca,36
Valoracion-bienestar-perros-gatos.pdf,111,Pero: Costs Kelimente palpablesy que pueden Serves in rasa palpable las patessuperces Gelasvetbraslumbare so bes hoes lcs se hacen prominent; cntura bv,es,151
Valoracion-bienestar-perros-gatos.pdf,112,st,sv,2
Valoracion-bienestar-perros-gatos.pdf,113,Pero: Costas Kelmente plpaes on mini ‘ecubriminto de rasa entra cert obserable 2s $SSevedesde amber plapue abdorina euidente 49,es,127
Valoracion-bienestar-perros-gatos.pdf,114,"Guts: Cractrisieascomportidas dec 395,",es,38
Valoracion-bienestar-perros-gatos.pdf,115,Pero: Costas plpables sn eceso de,es,33
Valoracion-bienestar-perros-gatos.pdf,116,an Pllepuedel abdomen c,es,23
Valoracion-bienestar-perros-gatos.pdf,117,Pero: Costas plgabesconunligeroerceso de ‘uber de gras cntur ex prcptibe cdo,es,76
Valoracion-bienestar-perros-gatos.pdf,118,"Se observa desde parte super, pro noes. os prominent plague abdominal aparent",es,77
Valoracion-bienestar-perros-gatos.pdf,119,Guts: Cractrisiascompartidas dei 597,pt,36
Valoracion-bienestar-perros-gatos.pdf,120,Pero: Costas plpabes con aiaad esnda clea de ga eps den nels,es,60
Valoracion-bienestar-perros-gatos.pdf,121,sete apenas vibe puede haber plepue,es,35
Valoracion-bienestar-perros-gatos.pdf,122,<>,unknown,2
Valoracion-bienestar-perros-gatos.pdf,123,"‘va del abdomen, modado dete de pasa",es,36
Valoracion-bienestar-perros-gatos.pdf,124,Pero: Costas ro palpabesdebojo de unacubleta ae rasa my pesado palpable soo aplcand una reson importante: deposits pesados de grass ji sent; ing plegu abdominal puede estieuna,es,175
Valoracion-bienestar-perros-gatos.pdf,125,"Guts: Cractrisieascomportidas dec 799,",es,38
Valoracion-bienestar-perros-gatos.pdf,126,"Perot pits mashes de grasa sobre el tra, Colunnsy ave del cola cinturay gues",ca,76
Valoracion-bienestar-perros-gatos.pdf,127,an Guts: costs no palpable bao de ura pesado {ube de gras: depts de gras pesados sabre dpe umbor carayexremdades datensn de {eomen sn cturareteso depésit de gasa,es,161
Valoracion-bienestar-perros-gatos.pdf,128,ul,ro,2
Valoracion-bienestar-perros-gatos.pdf,129,SOBRE EL AMBIENTE,ca,17
Valoracion-bienestar-perros-gatos.pdf,130,"Elambiente se cefire al entorno en el que el animal vive y se desarrlla. Las condiciones de dicho Ambiente son importantes, ya que de ello depende {que pueda tener una buena calidad de vida,",es,190
Valoracion-bienestar-perros-gatos.pdf,131,"Considerando que las condiciones del ambiente donde se encuentra un per o un gato se evalian de maneraindirectaporlacondicin debienestaren tas que se encuentra, 2 continuacin se presentan algunas consideraciones para la valoracion Ge los espacios donde se mantienen animales resguardados",es,287
Valoracion-bienestar-perros-gatos.pdf,132,"Las evidencias clentificas sobre sus necesidades Diolégicas,conductuales y _particularidades femocionales fe han visto refljadae en. as recomendaciones para instalaciones, espacio y hbitat, de acuerdo con las actividades a las que estén destinades, siempre esatando que se evten condiciones que generenestados de incomodidady olor ent losis representatvos.",es,356
Valoracion-bienestar-perros-gatos.pdf,133,"Es importante comentar que si bien las dieas medidas estabecidas para perros son las consideradas para. animales utilzados en. la Investgacin clentiea, dentro de esta posibiidad 4 continuacin se. desciven stintoe puntos ‘esultantes de observacones sobre animales con Ciferentessituaciones, Sin embargo, debe esaltarse tque se considera que lor perror encerrados en espacios reducides durante periodes prolongados Ge tiempo suten estréserénica,",es,443
Valoracion-bienestar-perros-gatos.pdf,134,Los perros y gatos mantenidos en un enciero requiren al menos el siguiente espacio cuando ermanecen por periodos prolongades:,es,125
Valoracion-bienestar-perros-gatos.pdf,135,"Asimismo, se requiere controlar la temperatura y la humedad, y asegurar que haya ventiacén en los expacios cerados, En cuanto a [a temperatura interior, ésta debe estar en un rango de entre 15 3 24°Cy una humedadrelativa de S53 10% Paralos cachorros eciénnacidesrequeren una temperatura lmblente de 263 28°C durante al menoslosprimero= Odie de vida",es,348
Valoracion-bienestar-perros-gatos.pdf,136,"El piso de rja en perros esta contrainicad, ya {que el animal no apoya todo el cojinete plantar en te tipo de pisos. Se requiere una superficie sida al mens en alguna parte dela jaula. Y en cuanto Al ruide, el petra tiene un range de frecuencia fe auccién de hasta 95 kiz con la frecuenciae tie sensible 2 SODH2I6 kis. Size sabe que [a texposiién prolongada apresionesactsticas de mis {4200 decibeles dai el ofdo humane, esimportants resaltar que la capacidad auditva en los pers puede ser hasta cuatro veces mis aguc que [a Ge los seres humanosy, por lo tanto, es razonabl suponer que exosniveles también podrian dafar s ausicin del pero,",es,639
Valoracion-bienestar-perros-gatos.pdf,137,‘SOBRE LA VALORACION DEL DOLOR Signos de dolor en perrosy gatos,es,63
Valoracion-bienestar-perros-gatos.pdf,138,"El dolor s@ ha defnide como una experiencia sensitive y/o emacional deragradable arociada 3 Gafio en los tlidos (Merksey, 1979; Vanda C., B et al 2020) También se le considera una experiencia Sensoral aversva, causada por un dafe actual 0 potencial que desencadena reaccones matoras Y vepetativas protectoas, que resultan en una Conducta de escape 0 de evasion del estimulo Cin, pudiendo -modificar_comportamientos especiicas dela especie (Anil etal, 2002; Vanda Betal 2020).",es,475
Valoracion-bienestar-perros-gatos.pdf,139,"Sin alvidar que el dolor es una experiencia nica Yy subjetia, existen.numerosae evidencias que poyan que los vertebrades no humanos también texperimentan el dolor en forma consciente. Los argumentos que apoyan esto son los siguientes:",es,234
Valoracion-bienestar-perros-gatos.pdf,140,"Debido 2 ta amplia variedad de parimetros bioquimicos fisictgicos y conductuales que deben considerarseporespecieytipadedolar, avalracion",es,137
Valoracion-bienestar-perros-gatos.pdf,141,"el benestar se torna fly generalmente se basa nla experiencia de quien lo evalia (Dalan, 199),",es,94
Valoracion-bienestar-perros-gatos.pdf,142,"Algunos de os parémetros a considerr para realizar tuna mer valracin del door son la valoraién de lacondicién clinica general ncluyendolacondicin, posture y_ temperatura corporal, conducts. Fespuesasfisioldgicas come Ia ingesta de agua y Slimente.Tomando en cuenta estos pardmetros<€ puede graduarel dolor dentro de tes eubros lev, ‘moderadoy severo (Dolan, 1999)",es,363
Valoracion-bienestar-perros-gatos.pdf,143,"Los signos conductuales de dolor agucdo pueden inelirla proteccén de la zona dolorosa, vocalizar (eobre todo cuando se mueve al animal), lamer, ‘order, arafiar © sacude a zona afectads, Oto= Signos pueden incur agitacén, fata de movidad, posturasanormales a fata deinterés en sumedio Ambiente (Anil et al, 2005),",es,312
Valoracion-bienestar-perros-gatos.pdf,144,"En el siguiente cuadra se resumen los principales signos de dolor clasificados en leve, moderad evero que se pueden cbservar en peros y gatos (pst et al, 2005,",es,159
Valoracion-bienestar-perros-gatos.pdf,145,cola ene Ins extemidades|« Posin de,es,35
Valoracion-bienestar-perros-gatos.pdf,146,pesteroresy drs arguendo,es,24
Valoracion-bienestar-perros-gatos.pdf,147,Pero + Se alee de las personas y ovos,es,37
Valoracion-bienestar-perros-gatos.pdf,148,+ Ingemente elperida dereposo = Veaadaes cn,es,43
Valoracion-bienestar-perros-gatos.pdf,149,"otros ides, adidos) + Tagua odsnea ‘iconddndost n+ Estereotpae :",es,64
